"대여소 그룹","대여소 명","일자 / 월","대여 건수","반납 건수"
"서대문구","3101. 서대문구청","202006","1268","1191"
"서대문구","3102. 연희삼거리","202006","1361","1351"
"서대문구","3103. 홍제삼거리 북측","202006","1197","1186"
"서대문구","3104. e편한세상 신촌4단지 앞","202006","1014","1011"
"서대문구","3105. 홍은센트레빌 아파트 앞","202006","515","228"
"서대문구","3106. 홍남교 두바퀴쉼터","202006","2708","2817"
"서대문구","3107. 연희초등학교 앞","202006","562","547"
"서대문구","3109.북한산더? 106동 앞","202006","80","70"
"서대문구","3110.홍은 현대아이파크 아파트 202동 앞","202006","147","150"
"서대문구","3111.무악재역 4번 출구","202006","57","47"
"서대문구","3112.독립문역 5번 출구","202006","37","30"
"서대문구","3113.독립문역사거리","202006","78","62"
"서대문구","3114.충정로역 3번 출구","202006","162","138"
"서대문구","3115.북아현 치안센터 인근","202006","221","204"
"서대문구","3116.신촌역 4번출구","202006","223","210"
"서대문구","3117.이화여대 인문관 인근","202006","126","90"
"서대문구","3119.연희 브라운스톤 아파트 앞","202006","431","413"
"서대문구","3120.DMC엘가아파트 앞","202006","321","316"
"서대문구","3121.가좌삼거리","202006","284","259"
"서대문구","3122.북가좌삼거리2","202006","206","184"
"서대문구","3123.DMC파크뷰자이1단지 110동 앞","202006","116","111"
"서대문구","3126.남가좌동 제2공영주차장","202006","125","90"
"서대문구","3127.홍은2파출소 옆","202006","91","89"
"서대문구","3128.동신병원 맞은편","202006","158","130"
"서대문구","3129.DMC래미안e편한세상203동옆","202006","196","178"
"서대문구","3131.연가교 교차로","202006","208","192"
"서대문구","3132.홍제교","202006","74","71"
"서대문구","3133.핀란드 타워앞","202006","47","16"
"서대문구","3134.SK리쳄블(상수도사업본부)","202006","170","141"
"서초구","2201. 본마을 정류소 앞","202006","245","222"
"서초구","2202.청계산입구역 1번출구","202006","1231","1194"
"서초구","2203. 청계산입구역 2번출구","202006","275","230"
"서초구","2205. 내곡3단지 어린이공원 앞","202006","730","687"
"서초구","2206. 언남초등학교 앞","202006","1174","1083"
"서초구","2207. 내곡파출소 뒤 정자","202006","131","108"
"서초구","2210. 반포1동 주민센터 앞","202006","623","500"
"서초구","2211. 서초구립반포도서관 앞","202006","993","925"
"서초구","2212.서초현대4차아파트 201동 맞은편","202006","460","396"
"서초구","2213. 고속터미널역 5번출구 앞","202006","1636","1379"
"서초구","2214. 신반포역 2번출구 앞","202006","1857","1871"
"서초구","2215. 반포종합운동장 입구","202006","885","884"
"서초구","2217.아크로리버뷰 부지 앞","202006","3820","3925"
"서초구","2219. 고속터미널역 8-1번, 8-2번 출구 사이","202006","9103","9374"
"서초구","2220. 반포본동 주민센터 앞","202006","4341","4563"
"서초구","2221.하나은행 방배동지점 앞","202006","1815","1894"
"서초구","2222.사당역 12번출구 뒤","202006","2588","2833"
"서초구","2223. 방배래미안 정문 앞","202006","480","480"
"서초구","2225.백석예술대학교 제3캠퍼스 앞","202006","155","114"
"서초구","2226. 신동아럭스빌아파트 앞","202006","219","72"
"서초구","2227.방배열린문화센터 앞","202006","1259","1281"
"서초구","2228.뒷벌공원 옆","202006","2006","2093"
"서초구","2229.로고스교회 맞은 편","202006","412","396"
"서초구","2230.이수역 4번 출구","202006","2403","2400"
"서초구","2231. 삼성타운(삼성생명) A동 맞은편","202006","2069","2104"
"서초구","2233. 서초신동아1차아파트 옆","202006","841","725"
"서초구","2235.KT 서초지사 앞","202006","664","502"
"서초구","2237.서울남부터미널 대합실 입구","202006","994","578"
"서초구","2239.교대역 6번출구","202006","645","578"
"서초구","2241.양재전화국 사거리","202006","386","324"
"서초구","2242.양재역 11번 출구 앞","202006","1255","1047"
"서초구","2243.서울가정법원","202006","832","697"
"서초구","2244.교육개발원입구 교차로","202006","1680","1613"
"서초구","2245.양재초등학교 맞은편","202006","378","380"
"서초구","2246. 서울시 품질시험소 앞","202006","741","732"
"서초구","2247.섬들근린공원","202006","1915","1900"
"서초구","2248. 서초리슈빌S 글로벌 앞","202006","558","515"
"서초구","2249. 우솔초등학교 맞은편","202006","400","332"
"서초구","2250. 서초유치원 맞은편","202006","925","865"
"서초구","2251. 더케이호텔 입구(양재2)","202006","1216","1254"
"서초구","2252. 하이브랜드 앞","202006","1672","1561"
"서초구","2255.시민의숲역 1번출구 옆","202006","2239","2129"
"서초구","2256.양재동 꽃시장 입구","202006","687","686"
"서초구","2257. 하나로클럽 양재점 맞은편","202006","292","288"
"서초구","2258.구룡사 삼거리","202006","301","248"
"서초구","2259. 잠원역 3번-4번 출구사이","202006","1209","1221"
"서초구","2262. 한신16차아파트 119동 앞","202006","5040","5235"
"서초구","2263. 바우뫼문화복지회관","202006","898","877"
"서초구","2264. 이수역 1번출구","202006","3232","3330"
"서초구","2265. 이수고가차도 남단","202006","2625","2817"
"서초구","2266. 서초역 3번출구","202006","990","860"
"서초구","2268. 서초4동주민센터","202006","857","794"
"서초구","2269. 주홍교 하부","202006","350","331"
"서초구","2270. 서초포레스타 7단지","202006","519","494"
"서초구","2271. 내방역 8번출구 앞","202006","972","991"
"서초구","2272. 교대입구 교차로","202006","301","282"
"서초구","2273. 일동제약 사거리","202006","1084","1096"
"서초구","2274. 양재시민의숲역 3번출구","202006","1709","1701"
"서초구","2275. 염곡치안센터 건너편","202006","107","63"
"서초구","2276. 영동1교 (양재천근린공원)","202006","1143","1109"
"서초구","2277. 길마중4교 하부","202006","1373","1328"
"서초구","2279. 교대역 5번출구뒤","202006","1387","1369"
"서초구","2280. 서울서초고용센터앞","202006","604","563"
"서초구","2281. 연세사랑병원신관앞","202006","513","513"
"서초구","2282. 방배래미안아트힐 101동앞","202006","209","77"
"서초구","2283. 그룹한빌딩옆","202006","271","81"
"서초구","2284. CJ오쇼핑앞","202006","220","130"
"서초구","2285. LH서초3단지 301동 맞은편","202006","788","679"
"서초구","2286. 탑성마을입구","202006","74","35"
"서초구","2287. 능안마을입구","202006","35","9"
"서초구","2288. 안골마을입구","202006","42","15"
"서초구","2289. 남태령역 2번출구","202006","145","60"
"서초구","2290. 서래마을파리15구공원앞","202006","1301","1342"
"서초구","2292. 무지개아파트 앞","202006","404","321"
"서초구","2293. SPC 앞","202006","853","815"
"서초구","2294. 두상빌딩 앞","202006","1431","1427"
"서초구","2297. 남부터미널역 1번출구","202006","794","634"
"서초구","2298. 래미안서초스위트앞","202006","462","385"
"서초구","2299. 한전아트센터 앞","202006","909","780"
"서초구","2501. 서초 포레스타5단지","202006","791","752"
"서초구","2502. 서초역1번출구 앞","202006","672","519"
"서초구","2503. 반포1동 서초빌딩 앞","202006","993","963"
"서초구","2504. 신사역 4번출구 뒤","202006","1047","942"
"서초구","2505. 우성아파트사거리 (기업은행앞)","202006","1506","1490"
"서초구","2506. LG유플러스 (방배사옥)","202006","365","195"
"서초구","2508. 양재이스타빌 앞","202006","1299","1275"
"서초구","2509. KT반포지사","202006","679","653"
"서초구","2510. JW타워","202006","201","201"
"서초구","2511. 이수역 6번출구 앞","202006","1365","1317"
"서초구","2514.사평역 2번출구","202006","57","54"
"서초구","2515.서초초등학교 후문","202006","50","47"
"서초구","2516.본마을 노인복지센터 앞","202006","139","124"
"서초구","2517.서초3교(효령로69길 방면)","202006","110","81"
"서초구","2518.서초3교(효령로70길 방면)","202006","151","120"
"서초구","2519.서초2교(사임당로 방면)","202006","20","16"
"서초구","2520.서초1교 (진흥아파트 방면)","202006","122","90"
"서초구","2521.서초 크로바타워 앞","202006","112","86"
"서초구","2523.뉴코아 킴스클럽 앞","202006","481","480"
"서초구","2525.반포쇼핑타운 2동 앞","202006","10","12"
"서초구","2526.반포경남쇼핑 앞","202006","536","536"
"서초구","2527.반포중학교 앞(세화여고 맞은편)","202006","183","177"
"서초구","2528.함지박 사거리","202006","282","261"
"서초구","2529.우리은행 방배동지점 앞","202006","424","417"
"서초구","2530.삼호3차아파트 앞","202006","492","452"
"서초구","2531.멤피스아파트 앞","202006","415","409"
"서초구","2532.국립국악원 앞","202006","46","12"
"서초구","2533.한가람미술관 앞","202006","92","58"
"서초구","2534.신흥교(애견훈련소)","202006","27","20"
"서초구","2535.신반포역 3번출구 뒤","202006","146","136"
"서초구","2536.서초종합체육관 입구","202006","12","8"
"서초구","2537.양재역 8번출구 앞","202006","215","173"
"서초구","2538.사평리 공원","202006","487","491"
"서초구","2539.대한무역투자진흥공사 KOTRA 앞","202006","1","1"
"서초구","2540.반포천 앞","202006","228","233"
"서초구","2541.옛골 입구","202006","51","28"
"서초구","2542.신논현타워 앞","202006","320","321"
"서초구","2545.국립중앙도서관(국제회의장옆)","202006","23","23"
"서초구","2547.포드서초서비스센터앞","202006","97","100"
"서초구","2548.반포1동 자율방범초소 옆","202006","3","4"
"서초구","2549.LH 서초 4단지 403동","202006","1","2"
"성동구","3511. 응봉역 1번출구","202006","5560","5751"
"성동구","3513. 상왕십리역 1번출구","202006","1418","1393"
"성동구","3514. 왕십리교회옆","202006","2198","2191"
"성동구","3515. 서울숲 관리사무소","202006","3704","3592"
"성동구","3519. 용답역 1번 출구","202006","3006","3463"
"성동구","3525. 금호스포츠센터앞","202006","1874","1969"
"성동구","3527. 왕십리 자이아파트","202006","17","14"
"성동구","3530. 왕십리자이아파트 후문(삼거리)","202006","302","300"
"성동구","3531. 논골사거리(금호도서관 입구)","202006","104","64"
"성동구","3532. 왕십리KCC스위첸아파트","202006","109","99"
"성동구","3538. 서울숲 IT캐슬","202006","1018","1016"
"성동구","3544.한양대역 3번 출구","202006","621","587"
"성동구","3545.한양대역 1번출구","202006","1015","1016"
"성동구","3548.뚝섬역 6번출구","202006","115","112"
"성동구","3549.건영아파트 앞","202006","106","110"
"성동구","3550.금호나들목","202006","713","704"
"성동구","3551.성동도로사업소","202006","217","207"
"성동구","3552.서울숲 공영주차장앞","202006","914","893"
"성동구","3553.마장역3번출구","202006","264","271"
"성동구","3555.양지사거리(센트라스APT 115동앞)","202006","93","72"
"성동구","3556.신금호파크자이APT앞","202006","31","19"
"성동구","3557.서울숲리버뷰자이APT105동 앞","202006","200","185"
"성동구","3558.마장동 금호어울림APT앞","202006","455","451"
"성동구","3559.성동구민종합체육센터 앞","202006","1700","1668"
"성동구","3560.성동구 견인차량 보관소 앞","202006","927","919"
"성동구","3561.행당동 삼부APT후문","202006","48","48"
"성동구","506. 금호 어울림 아파트 앞","202006","570","577"
"성동구","507. 성수아이에스비즈타워 앞","202006","1410","1490"
"성동구","508. 성수아카데미타워 앞","202006","1533","1492"
"성동구","509. 이마트 버스정류소 옆","202006","3518","3589"
"성동구","510. 서울숲 남문 버스정류소 옆","202006","1637","1585"
"성동구","511. 서울숲역 4번 출구 옆","202006","1307","1283"
"성동구","512. 뚝섬역 1번 출구 옆","202006","3595","3561"
"성동구","513. 뚝섬역 5번 출구 정류소 옆","202006","3118","3132"
"성동구","514. 성수사거리 버스정류장 앞","202006","2170","2161"
"성동구","518. 청계천 박물관 앞","202006","1103","1087"
"성동구","519. 양지사거리","202006","989","836"
"성동구","520. 상왕십리역 4번 출구 앞","202006","858","848"
"성동구","521. 왕십리역 11번 출구 앞","202006","2124","2120"
"성동구","522. 금호역 1번출구 앞","202006","426","417"
"성동구","523. 옥수동성당 옆","202006","69","55"
"성동구","524. 래미안금호하이리버 아파트 102동 옆","202006","560","536"
"성동구","525. 한양대병원사거리","202006","3178","3182"
"성동구","526. 용답토속공원 앞","202006","1190","1250"
"성동구","529. 장한평역 8번 출구 앞","202006","1275","1201"
"성동구","530. 청계벽산아파트 앞","202006","2063","2079"
"성동구","533. 우리은행 금호동 지점 앞","202006","712","725"
"성동구","534. 금호사거리","202006","395","394"
"성동구","535. 응봉삼거리","202006","770","584"
"성동구","536. 행당역 2번출구 앞","202006","1285","1300"
"성동구","537. 한양대후문역 부근","202006","1990","1987"
"성동구","538. 답십리역 8번출구 앞","202006","1085","1106"
"성동구","550. 서울시설공단 앞","202006","1306","1299"
"성동구","556. 달맞이공원","202006","183","178"
"성동구","557. 도선동 주민센터 앞","202006","1156","1171"
"성동구","558. 성동광진 교육지원청 앞","202006","1782","1753"
"성동구","559. 왕십리역 4번 출구 건너편","202006","2331","2341"
"성동구","560. 비전교회 앞","202006","1819","1802"
"성동구","561. 서울숲역 2번출구 앞","202006","2007","1975"
"성동구","562. 군자지하보도 앞","202006","1359","1351"
"성동구","563. 성동세무서 건너편","202006","1911","2285"
"성동구","564. 금호역 3번출구","202006","122","119"
"성동구","565. 옥수역 3번출구","202006","7661","8083"
"성동구","567. 성수역 2번출구 앞","202006","2926","2659"
"성동구","568. 청계8가사거리 부근","202006","3191","3197"
"성동구","569. 응봉현대아파트 정류소","202006","371","364"
"성동구","578. 성동세무서 부근","202006","1570","1604"
"성동구","579. 마장역 4번출구","202006","1505","1512"
"성동구","581. 용답초등학교","202006","1306","1432"
"성동구","582. 경일중학교 앞","202006","1503","1504"
"성동구","583. 청계천 생태교실 앞","202006","8297","8536"
"성동구","585. 성수2가1동 공영주차장 인근","202006","3224","3254"
"성동구","586. 마장동 주민센터","202006","1178","1175"
"성동구","587. 유니베라 앞","202006","1602","1733"
"성동구","589. 성수역3번출구","202006","3707","3869"
"성동구","594. 중랑물재생센터(서울새활용플라자)","202006","559","689"
"성북구","1302. 한성대입구역6번출구 뒤","202006","1893","1904"
"성북구","1303. 돈암초교 입구","202006","1476","1482"
"성북구","1304. 만해공원","202006","328","115"
"성북구","1305. 성북구청","202006","1099","973"
"성북구","1306. 한성대입구역2번출구","202006","44","38"
"성북구","1308. 안암로터리 버스정류장 앞","202006","5567","6261"
"성북구","1314. 정릉꿈에그린1단지 201동 앞","202006","504","493"
"성북구","1315. 고려사대부속중고 정문","202006","541","494"
"성북구","1316. 고려사대부속중고 건너편","202006","517","420"
"성북구","1318. 길음역 3번출구 뒤","202006","1248","1230"
"성북구","1319. 종암사거리 분수대","202006","4","4"
"성북구","1320. LG베스트샵 종암점","202006","3165","3425"
"성북구","1321. 국민은행 종암동지점 앞","202006","3057","3065"
"성북구","1322. 래미안라센트아파트 103동 앞","202006","1293","1257"
"성북구","1323. 월곡역 입구 육교 밑","202006","1022","932"
"성북구","1325. 상월곡역 4번출구","202006","763","630"
"성북구","1326. 상월곡역 1번출구","202006","1038","943"
"성북구","1327. 상월곡역 3번출구","202006","1662","1646"
"성북구","1328. 월곡역 3번출구","202006","3213","3346"
"성북구","1332. 석계역 5번출구 건너편","202006","2709","2742"
"성북구","1333. 석관초등학교 앞","202006","2467","2773"
"성북구","1334. 석관동주민센터 앞","202006","1399","1346"
"성북구","1336. 성북3교 위","202006","2805","2681"
"성북구","1337. 돈암성당 옆","202006","3668","3662"
"성북구","1338. 용문2교 옆","202006","1312","1211"
"성북구","1339. 삼성전자서비스 성북센터","202006","1611","1671"
"성북구","1340. 광운초등학교 앞","202006","1561","1614"
"성북구","1342. 성북쉼터 앞","202006","305","123"
"성북구","1343. 한성대7번출구 앞","202006","1335","1307"
"성북구","1344. 아리랑시네센터 앞","202006","498","408"
"성북구","1346. 길음8골어린이공원 옆","202006","1110","1004"
"성북구","1347. 길음래미안아파트817동 상가 앞","202006","577","526"
"성북구","1348. 성북제일새마을금고 본점 앞","202006","705","725"
"성북구","1349. 월계2교 버스정류장 앞","202006","701","744"
"성북구","1351. 안암2교 옆","202006","2230","2165"
"성북구","1352. e 편한세상 보문아파트 내","202006","341","148"
"성북구","1353. 금호어울림센터힐 내","202006","408","410"
"성북구","1354. 고려대학교 2번출구","202006","2181","2139"
"성북구","1355. 보문2교","202006","3137","3087"
"성북구","1357. 북한산보국문역","202006","783","695"
"성북구","1358. 정릉도서관 앞","202006","910","924"
"성북구","1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞","202006","1148","1100"
"성북구","1360. 정릉역","202006","1097","987"
"성북구","1361. 홍익중고 입구","202006","1182","1032"
"성북구","1362. 보문역6번출구 앞","202006","1692","1700"
"성북구","1363. 보문4교 인근","202006","2621","2581"
"성북구","1364. 성북동 치안센터 앞","202006","687","686"
"성북구","1365. 선잠단지 앞","202006","299","263"
"성북구","1366. 일신초등학교 옆","202006","541","512"
"성북구","1367. 길음문화복합미디어센터","202006","500","504"
"성북구","1368. 성신여대입구 교차로","202006","1425","1411"
"성북구","1369. 미아사거리","202006","2093","2111"
"성북구","1370. 복자사랑 피정의 집","202006","570","258"
"성북구","1372. KEB은행 고대점","202006","2461","2503"
"성북구","1373. 성북구보건소 건너편","202006","1545","1461"
"성북구","1375. 생명의 전화 종합복지관 앞 교차로","202006","2506","2593"
"성북구","1376. 한국과학기술연구원 중문","202006","250","260"
"성북구","1377. 한국과학기술연구원 북문","202006","261","214"
"성북구","1379.길음뉴타운푸르지오아파트 3단지","202006","32","20"
"성북구","1380.월곡역 5번출구 앞","202006","464","493"
"성북구","1381.석계역 4번출구 뒤","202006","402","395"
"성북구","1382.래미안월곡아파트 입구","202006","77","75"
"성북구","1383.성북동 주민센터 건너편","202006","249","213"
"성북구","1384.성신여대입구역 5번출구","202006","723","726"
"성북구","1385.성신여대입구역 3번출구 앞","202006","139","135"
"성북구","1386.동선고가차도 초입","202006","167","161"
"성북구","1388.커핀그루나루","202006","75","72"
"성북구","1390.석관래미안아트리치","202006","486","498"
"성북구","1391.성북청소년센터","202006","233","215"
"성북구","1392.돈암삼성풍림아파트","202006","15","11"
"성북구","1393.돈암육교 하단","202006","47","44"
"성북구","1394.길음뉴타운 래미안9단지","202006","818","828"
"성북구","1395.래미안장위포레카운티(102동)","202006","220","192"
"성북구","1396.래미안장위퍼스트하이(513동)","202006","360","383"
"성북구","1397.래미안월곡아파트 (창문여고 건터편)","202006","238","221"
"송파구","1201. 가락시장역 3번 출구","202006","2758","2800"
"송파구","1203. 밀리아나2빌딩 앞","202006","2853","2871"
"송파구","1204. 거여역 3번출구","202006","1544","1549"
"송파구","1205. 종합운동장역 4번출구","202006","1491","1186"
"송파구","1206. 9호선종합운동장역 9번출구","202006","1367","1343"
"송파구","1207. 마천CU우방점 앞","202006","1036","1148"
"송파구","1208. 풍납현대아파트쉼터","202006","2134","2118"
"송파구","1209. 잠실나루역 (2번 출구 쪽)","202006","5741","5591"
"송파구","1210. 롯데월드타워(잠실역2번출구 쪽)","202006","7386","7389"
"송파구","1211. 방이삼거리","202006","4165","4239"
"송파구","1212. 송파역 2번 출구앞","202006","2689","2698"
"송파구","1213. 백토공원 앞","202006","974","867"
"송파구","1214. 오금역 7번 출구 인근","202006","1517","1437"
"송파구","1215. 올림픽공원역 1번출구 앞","202006","1819","1770"
"송파구","1217. 송파파인타운 7단지","202006","1360","1339"
"송파구","1218. 방이역 4번출구","202006","2755","2771"
"송파구","1220. 잠실본동주민센터뒤 잠실근린공원","202006","2279","2446"
"송파구","1221. 삼전사거리 포스코더샵","202006","2750","2887"
"송파구","1222. 잠실새내역 5번 출구 뒤","202006","5143","5189"
"송파구","1224. 아시아지하보도 2번 출구","202006","1894","1832"
"송파구","1226. 잠실4동 주민센터 옆","202006","2056","2071"
"송파구","1227. 거여역 8번출구 뒤","202006","1660","1661"
"송파구","1228. 마천사거리","202006","1469","1582"
"송파구","1229. 송파체육문화회관 앞","202006","1343","1375"
"송파구","1230. 송파중학교 정문","202006","1112","1069"
"송파구","1231. 잠실역 6번출구","202006","2899","2870"
"송파구","1232. 롯데마트 주차장 옆","202006","1612","1600"
"송파구","1233. 잠실3거리(갤러리아팰리스)","202006","1056","1014"
"송파구","1235. 잠실트리지움310동 옆","202006","2111","2132"
"송파구","1239. 문정 법조단지3","202006","565","565"
"송파구","1240. 문정 법조단지4","202006","696","679"
"송파구","1241. 문정 법조단지5","202006","518","461"
"송파구","1242. 문정 법조단지6","202006","184","169"
"송파구","1243. 문정 법조단지7","202006","3028","3173"
"송파구","1244. 문정 법조단지8","202006","2794","2780"
"송파구","1245. 문정 법조단지9","202006","1952","1915"
"송파구","1246. 문정 법조단지10","202006","1799","1768"
"송파구","1247. 문정 법조단지11","202006","1265","1206"
"송파구","1248. 방이초등학교","202006","2563","2255"
"송파구","1249. 아주중학교건너편","202006","1471","1519"
"송파구","1250.문정2동 주민센터","202006","715","718"
"송파구","1251. 석촌역 2번출구","202006","3031","3021"
"송파구","1253. 오금역 3번 출구 뒤","202006","865","830"
"송파구","1256. 문정현대아파트 교차로","202006","1173","1178"
"송파구","1257. 가락시장역 롯데마트앞","202006","1964","1958"
"송파구","1258. 가락미륭아파트 앞","202006","433","418"
"송파구","1259. 방이역 1번출구","202006","2407","2391"
"송파구","1260. 방이동 한양3차아파트 옆","202006","1819","1809"
"송파구","1262. 송파여성문화회관 앞","202006","2015","2007"
"송파구","1263. 장지공영차고지","202006","338","341"
"송파구","1264. 천호역 10번 출구 앞","202006","2859","2915"
"송파구","1265. 문정동 근린공원","202006","2211","2195"
"송파구","1266. 문정동 글샘 공원","202006","675","653"
"송파구","1267. 올림픽공원 남2문 앞","202006","1161","1015"
"송파구","1268. 몽촌토성역 1번출구 옆","202006","3908","3879"
"송파구","1269. 리센츠아파트","202006","1693","1514"
"송파구","1271. 송파도서관","202006","947","937"
"송파구","1274. 영파여고 앞","202006","1336","1169"
"송파구","1275. 거여초등학교 옆","202006","630","664"
"송파구","1277. 오금동 송파 참병원","202006","1597","1751"
"송파구","1278. 송파구청 교차로","202006","2910","3244"
"송파구","1279. 마천금호어울림 1차아파트 건너편","202006","829","856"
"송파구","1280. 송파파크데일 2단지입구 앞 주차장","202006","857","831"
"송파구","1282. 송파소방서 맞은편(성내4교)","202006","1984","2424"
"송파구","1283. 오금공원 사거리","202006","326","284"
"송파구","1285. 위례별 유치원 뒤","202006","689","651"
"송파구","1286. 위례중앙푸르지오 1단지 앞","202006","1772","1757"
"송파구","1287. 위례아이파크 101동 맞은편","202006","697","632"
"송파구","1288. 문정중교 사거리","202006","1857","1723"
"송파구","1289. 풍납동 자전거보관소","202006","743","794"
"송파구","1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑","202006","868","847"
"송파구","1291. 서울체육고등학교 앞","202006","864","862"
"송파구","1293. 석촌호교차로 (스타벅스 앞)","202006","2779","2796"
"송파구","1295. 잠실역 8번출구","202006","4738","4794"
"송파구","1296. 석촌호수교차로 (송파나루근린공원 앞)","202006","915","885"
"송파구","1297. 석촌호수교차로(동호 팔각정 앞)","202006","2074","2028"
"송파구","1299. 송파소방서 (방이119안전센터)","202006","851","766"
"송파구","1300. 오륜사거리","202006","819","839"
"송파구","2601. 석촌호수 서호사거리","202006","2744","2764"
"송파구","2603. 송파 글마루 도서관","202006","1135","1109"
"송파구","2604. 삼표레미콘 앞","202006","1403","1491"
"송파구","2605. 복정역 1번 출구 앞","202006","632","610"
"송파구","2606. 위례동주민센터 맞은편 근린공원","202006","1410","1388"
"송파구","2607. 복정역 2번출구 후문 (장지치안센터)","202006","1115","1057"
"송파구","2608. 송파구청","202006","1673","1674"
"송파구","2609. 보성중고등학교 후문 앞","202006","205","154"
"송파구","2610. 여흥레이크빌 앞 (석촌호수 까페거리)","202006","2152","2150"
"송파구","2611. 송파지역자활센터 뒤","202006","2178","2537"
"송파구","2612. 문정·가락 대여소 앞","202006","81","84"
"송파구","2613. 잠실나들목","202006","4779","4868"
"송파구","2614. 가락고등학교 앞","202006","1254","1226"
"송파구","2615. 테라타워2","202006","2700","2702"
"송파구","2616. 거여동 사거리","202006","527","488"
"송파구","2617. 가락삼환아파트 앞","202006","1673","1563"
"송파구","2618. 삼전역 1번출구","202006","1675","1746"
"송파구","2619. 석촌고분역 4번출구","202006","3098","3577"
"송파구","2620. 송파나루역 4번 출구옆","202006","4483","4544"
"송파구","2621. 한성백제역 2번 출구","202006","5305","5255"
"송파구","2622. 올림픽공원역 3번출구","202006","5673","5516"
"송파구","2623.석촌동 주민센터","202006","1393","1399"
"송파구","2625.가락1동 주민센터","202006","767","767"
"송파구","2626.경찰병원역 1,2번 출구 사이","202006","271","268"
"송파구","2628.문정역 1번출구","202006","1047","1035"
"송파구","2629.문정동 힐스데이트 에코 송파","202006","798","809"
"송파구","2630.서울방이동 고분군","202006","1359","1321"
"송파구","2631.배명고등학교","202006","754","766"
"송파구","2632.석촌고분역 2번 출구","202006","1232","1237"
"송파구","2633.송파학사 옆","202006","733","696"
"송파구","2634.위례포레샤인아파트 2318동","202006","473","468"
"송파구","2635.잠실새내역 1번출구","202006","697","694"
"송파구","2637.잠실월드 메르디앙","202006","1337","1333"
"송파구","2639.석촌역 8번출구","202006","1548","1554"
"송파구","2641.송파역 4번출구","202006","2203","2190"
"송파구","2642.마천동 성내천 쉼터","202006","931","936"
"송파구","2643.풍납중학교 측면","202006","1829","1840"
"송파구","2644.성내5교 (GS주유소)","202006","820","800"
"송파구","2645.잠실나들목2(엘스아파트136동)","202006","2574","2569"
"송파구","2646.레이클펠리스101동앞","202006","1310","1295"
"송파구","2647.잠실 자전거 수리센터 앞","202006","749","747"
"송파구","2648.헬리오시티 112동 앞","202006","1209","1219"
"송파구","2649.오금공원사거리2","202006","221","198"
"송파구","2651.경찰병원역 3번출구 앞","202006","968","960"
"송파구","2652.송파 레미니스1단지 102동 앞","202006","579","556"
"송파구","2653.올림픽공원사거리(선수촌아파트)","202006","1172","1158"
"송파구","2654.올림픽선수촌아파트 136동 앞","202006","517","506"
"송파구","2655.송이공원","202006","984","970"
"송파구","2656.풍납동 아이파크 107동 앞","202006","3","3"
"송파구","2657.송파 파인타운 11단지","202006","8","10"
"송파구","2658.가락몰 업무동","202006","116","96"
"송파구","2659.서울친환경유통센터","202006","23","21"
"양천구","700. KB국민은행 염창역 지점 앞","202006","2791","2755"
"양천구","701. 목동사거리 부근","202006","1216","1341"
"양천구","702. 목4동주민센터 옆","202006","1542","1448"
"양천구","703. 오목교역 7번출구 앞","202006","4617","4944"
"양천구","704. 남부법원검찰청 교차로","202006","4520","4523"
"양천구","706. 신정네거리역","202006","1879","1897"
"양천구","707. 신정3동주민센터","202006","740","468"
"양천구","708. 서울출입국관리사무소 앞","202006","3776","4001"
"양천구","709. 신정3동 현장민원실 앞","202006","1081","957"
"양천구","710. 서부화물트럭터미널 사거리","202006","22","36"
"양천구","711. 신일해피트리아파트 앞","202006","824","372"
"양천구","712. 강월초교입구 사거리","202006","1203","1749"
"양천구","713. 양서중학교 옆","202006","843","760"
"양천구","714. 한국SGI 양천문화회관 앞","202006","991","948"
"양천구","716.신정6동 주민센터 인근","202006","2656","2780"
"양천구","719. 홍익병원앞 교차로","202006","1783","1787"
"양천구","720. 서울강월초등학교 앞","202006","579","270"
"양천구","722. LG전자베스트샵 신정점","202006","2725","3073"
"양천구","723. SBS방송국","202006","3041","3591"
"양천구","724. 계남공원 입구 주출입구 좌측","202006","312","168"
"양천구","725. 양강중학교앞 교차로","202006","717","368"
"양천구","726. 목동3단지 시내버스정류장","202006","2597","2781"
"양천구","729. 서부식자재마트 건너편","202006","2218","2522"
"양천구","731. 서울시 도로환경관리센터","202006","2252","2469"
"양천구","732. 신월동 이마트","202006","1071","1068"
"양천구","733. 신정이펜하우스314동","202006","770","561"
"양천구","734. 신트리공원 입구","202006","1866","2083"
"양천구","735. 영도초등학교","202006","2417","2884"
"양천구","736. 오솔길공원","202006","1247","1333"
"양천구","737. 장수공원","202006","1129","1340"
"양천구","739. 신월사거리","202006","1406","1391"
"양천구","740. 으뜸공원","202006","1150","1344"
"양천구","741. 화곡로 입구 교차로","202006","400","392"
"양천구","742. 등촌역 5번 출구 뒤","202006","1063","1067"
"양천구","743. 현대6차아파트 101동 옆","202006","1012","987"
"양천구","744. 신목동역 2번 출구","202006","2237","2094"
"양천구","745. 강서초등학교","202006","1017","1339"
"양천구","746. 목동2단지 상가","202006","2739","2764"
"양천구","747. 목동3단지 상가","202006","1374","1346"
"양천구","748. 목동운동장","202006","391","278"
"양천구","749. 이대 목동병원 앞","202006","1791","1883"
