대여소 그룹,팀명,대여소 명,대여 건수
노원구,도봉2팀,2909. 석계역 3번 출구,2436
강동구,천호1팀,1021. 강일동 리슈빌 빌딩앞,2438
강북구,도봉4팀,"1501. 미아역 3번,4번 출구 사이",2438
성동구,중랑2팀,537. 한양대후문역 부근,2439
노원구,도봉1팀,4003. 상계초교 입구 교차로 명주빌딩 앞,2440
중랑구,중랑3팀,1404. 동일로 지하차도,2440
마포구,상암1팀,426. 서울신용보증재단,2443
양천구,개화3팀,700. KB국민은행 염창역 지점 앞,2445
성동구,중랑2팀,508. 성수아카데미타워 앞,2445
중랑구,중랑3팀,1433. 중화역 2번출구,2445
중구,세종로2팀,398. 을지로3가역 3번출구,2446
관악구,영남2팀,2175. 신림동걷고싶은문화의거리입구,2453
노원구,도봉1팀,1657. 노원구청,2454
중랑구,중랑3팀,1416. 상봉역 3번출구,2460
동작구,영남2팀,2056. 동작구민 체육센터,2464
강서구,개화2팀,3759. 이대서울병원,2465
종로구,훈련원1팀,3415.동대문역6번출구,2473
구로구,천왕2팀,3905. 희훈타워빌 앞,2475
강서구,개화1팀,3757. 신방화역 6번출구,2476
관악구,영남2팀,3811.신사로입구,2478
강서구,개화3팀,1172. 가양3동 주민센터,2481
영등포구,영남3팀,3212.신풍역 6번출구,2488
송파구,천호2팀,1227. 거여역 8번출구 뒤,2489
도봉구,도봉3팀,1737. 하나은행 (창동점),2491
광진구,중랑1팀,546. 잠실대교북단 교차로,2499
영등포구,영남3팀,201. 진미파라곤 앞,2500
성북구,훈련원2팀,4418. 종암동 동덕여대 제2생활관 앞,2500
종로구,훈련원1팀,3413.종로플레이스,2501
양천구,개화3팀,768.목동5단지아파트 501동,2501
성북구,훈련원2팀,1359. 장위뉴타운 꿈에 숲 코오롱 하늘채 앞,2504
종로구,세종로1팀,308. 광화문 S타워 앞,2506
양천구,개화3팀,"773.염창역 3, 4번 출구 사이",2507
구로구,천왕2팀,2000. 신도림4차 e편한세상 아파트 1109동 앞,2508
성동구,중랑2팀,582. 경일중학교 앞,2522
성동구,중랑2팀,3550.금호나들목,2526
양천구,영남1팀,796.목동아파트 14단지 B상가 앞,2528
노원구,도봉2팀,1683. 노원문화예술회관,2531
강북구,도봉4팀,1552. 강북구청사거리(던킨도너츠 앞),2532
서대문구,상암2팀,3119.연희 브라운스톤 아파트 앞,2534
노원구,도봉1팀,1689. 마들역 3번출구,2534
영등포구,영남1팀,3205.문래현대2차,2542
용산구,세종로3팀,4633. 센트럴파크타워 앞,2542
강서구,개화2팀,3764. 관문주유소(GS칼택스) 앞,2549
송파구,학여울2팀,1245. 문정 법조단지9,2549
서대문구,상암1팀,116. 일진아이윌아파트 옆,2550
송파구,천호2팀,4500. 풍납나들목,2552
영등포구,영남3팀,225. 앙카라공원 앞,2552
구로구,천왕2팀,1901. 신도림동주민센터 앞,2554
영등포구,영남1팀,238. 제2구민체육센타 앞,2555
양천구,개화3팀,766. 신목동역 3번출구,2556
성북구,훈련원2팀,1369. 미아사거리,2564
성북구,훈련원2팀,1384.성신여대입구역 5번출구,2572
노원구,도봉1팀,1690. 도봉운전면허시험장 버스정류장 옆,2573
마포구,상암1팀,104. 합정역 1번출구 앞,2579
마포구,상암1팀,157. 애오개역 4번출구 앞,2581
강서구,개화1팀,2724.(재)FITI시험연구원,2582
마포구,상암1팀,4218. 디지털매직스페이스,2584
관악구,영남2팀,2164. 관악우체국,2600
영등포구,영남1팀,4594. 양평교 영등포대여소,2604
성동구,중랑2팀,3560.성동구 견인차량 보관소 앞,2605
노원구,도봉2팀,4013. 중계 롯데마트,2607
송파구,학여울2팀,1269. 리센츠아파트,2608
종로구,세종로2팀,329. 청계2가 사거리 옆,2611
중구,훈련원1팀,374. 청구역 2번출구 앞,2617
양천구,개화3팀,702. 목4동주민센터 옆,2618
종로구,세종로1팀,369. 광화문 시민열린마당,2619
동대문구,훈련원3팀,650. 중랑교사거리,2621
양천구,영남1팀,756. 목동주차장,2627
동작구,영남2팀,2067. 보라매역?동작세무서 버스정류장(강남중학교방면),2629
송파구,학여울2팀,4876. 삼전동주민센터 앞,2630
영등포구,영남3팀,252. 보라매역4번출구,2631
노원구,도봉1팀,1661. 당현천근린공원,2635
종로구,세종로2팀,3407.안국동사거리(신),2645
강동구,천호1팀,1035. 고덕역 4번출구,2646
강동구,천호1팀,1004. 삼성광나루아파트 버스정류장,2647
강동구,천호1팀,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),2647
광진구,중랑1팀,3586.군자역 비채온 오피스텔,2649
용산구,세종로 4팀,834. 효창공원앞역 3번출구 뒤,2649
중랑구,중랑3팀,4813. 망우지구대,2650
성동구,중랑2팀,550. 서울시설공단 앞,2651
마포구,상암1팀,414. 상암동주민센터 옆,2653
송파구,학여울2팀,4465. 건영아파트앞 사거리,2653
동대문구,훈련원3팀,615. 용두동 래미안허브리츠아파트 앞,2657
송파구,천호2팀,2638.쌍용아파트,2659
광진구,중랑2팀,3506. 영동대교 북단,2663
종로구,훈련원1팀,3422.성균관대 정문,2664
중구,훈련원1팀,4765. 동대문디자인플라자,2664
은평구,상암3팀,950. 구산역 2번 출구 예일여고 버스정류장,2665
마포구,상암1팀,439. 마포어린이공원,2666
동작구,이수2팀,2032. 이수역 11번출구쪽,2666
송파구,천호2팀,1212. 송파역 2번 출구앞,2669
동대문구,훈련원4팀,626. 군자교 서측 녹지대,2671
송파구,천호2팀,1204. 거여역 3번출구,2673
양천구,개화3팀,719. 홍익병원앞 교차로,2674
송파구,학여울2팀,2605. 복정역 1번 출구 앞,2675
영등포구,영남3팀,4575. 대림동 e편한세상영등포아델포레,2676
송파구,천호2팀,1259. 방이역 1번출구,2677
중구,훈련원1팀,4798. 황학동롯데캐슬,2678
영등포구,영남3팀,258. 신길역3번출구,2686
용산구,세종로 4팀,838. 숙대입구역 4번출구,2689
강남구,학여울1팀,2335. 3호선 매봉역 3번출구앞,2691
은평구,상암2팀,915. 증산역 4번출구,2693
동작구,영남2팀,2070. 노량진역 2번 출구 앞,2694
강서구,개화3팀,1169. 염창역 1번 출구,2696
노원구,도봉2팀,4008. 하계 어린이 공원,2697
강서구,개화2팀,3760. 발산역 8번 출구,2698
영등포구,영남3팀,226. 샛강역 1번출구 앞,2700
관악구,영남2팀,2106. 세이브마트,2702
노원구,도봉2팀,4041. 공릉역3번출구,2705
광진구,중랑1팀,577. 광진청소년수련관,2708
금천구,천왕3팀,1824. 독산근린공원 입구,2708
동대문구,훈련원3팀,660. 동의보감타워,2708
노원구,도봉2팀,1677. 육군사관학교 앞,2713
성동구,중랑2팀,4381. 더스페이스타워 앞,2713
송파구,천호1팀,1208. 풍납현대아파트쉼터,2717
송파구,학여울2팀,2618. 삼전역 1번출구,2720
노원구,도봉2팀,1669. 중계역 3번출구,2720
노원구,도봉1팀,2913.상계8동 주민센터,2720
송파구,학여울2팀,1224. 아시아지하보도 2번 출구,2723
구로구,천왕2팀,1958. 강서수도사업소민원센터,2724
중랑구,중랑3팀,1455. 상봉역 2번 출구,2726
성북구,훈련원2팀,4408. 돌곶이역 앞,2726
영등포구,영남3팀,221. 여의도초교 앞,2727
영등포구,영남3팀,214. 금융감독원 앞,2728
강동구,천호1팀,1022. 길동 사거리(초소앞),2730
노원구,도봉2팀,2908. 광운대학교 중앙도서관,2731
양천구,개화3팀,793.목동5단지아파트 534동,2731
강서구,개화2팀,5070. 마곡13단지힐스테이트마스터 후문(1320동 앞),2733
동대문구,훈련원3팀,674.고대앞사거리 교통섬,2737
마포구,상암1팀,107. 신한은행 서교동지점,2740
강동구,천호1팀,1017. 둔촌고교입구 교차로(길동주민센터 방면),2742
강북구,도봉4팀,1529. 미아동 한국전력공사,2747
영등포구,영남3팀,203. 국회의사당역 3번출구 옆,2762
중랑구,중랑3팀,1462.동부시장 북문 앞,2767
강서구,개화2팀,1128. 화곡역 6번출구,2768
노원구,도봉2팀,1602. 광운대역 앞,2769
광진구,중랑1팀,573. 구의문주차장 앞,2771
마포구,상암1팀,181. 망원초록길 입구,2778
양천구,영남1팀,786.목동아파트 8단지 상가동 앞,2779
광진구,중랑1팀,3573.광나루안전체험관,2779
성동구,중랑2팀,521. 왕십리역 11번 출구 앞,2782
성동구,중랑2팀,529. 장한평역 8번 출구 앞,2786
강서구,개화1팀,2706.강서공업고등학교 앞,2793
송파구,학여울2팀,1246. 문정 법조단지10,2794
성동구,중랑2팀,4382. 페코텍글로벌허브빌딩 앞,2795
성북구,훈련원2팀,1306. 한성대입구역2번출구,2796
성동구,중랑2팀,578. 성동세무서 부근,2797
마포구,상암1팀,153. 성산2교 사거리,2806
강동구,천호1팀,1001. 광진교 남단 사거리(천호공원 방면),2807
동작구,영남2팀,2013. 장승배기역 5번출구,2807
성동구,중랑2팀,511. 서울숲역 5번 출구 옆,2812
노원구,도봉2팀,1619. 중계동 하나프라자빌딩 앞(중1-1),2815
영등포구,영남1팀,290. 당산동 SK V1 빌딩,2816
중랑구,중랑3팀,1442. 중랑구 중소기업 창업센터,2817
은평구,상암3팀,911. 은평평화공원(역촌역4번출구),2821
동대문구,훈련원3팀,635. 시조사 앞 (청량고정문 옆),2823
도봉구,도봉3팀,1738. 창동주공17단지 상가앞,2829
양천구,개화3팀,4527. 목동신시가지아파트6단지,2829
종로구,세종로2팀,316. 종각역 1번출구 앞,2831
강서구,개화3팀,3794. 안양천합수부(현대3차아파트),2834
강서구,개화2팀,3796. 송정역 3번출구 앞,2835
서초구,이수2팀,2230.이수역 4번 출구,2835
성동구,중랑2팀,563. 성동세무서 건너편,2839
강서구,개화2팀,2718.마곡수명산파크1단지,2839
영등포구,영남1팀,267. 삼성화재 사옥 옆,2839
동대문구,훈련원4팀,678.장안힐스테이트(아) 앞,2840
영등포구,영남1팀,244. 영등포삼환아파트 앞,2846
강서구,개화1팀,1113. 서남환경공원 버스정류장,2847
용산구,세종로3팀,816. 신용산역 6번출구 앞,2847
노원구,도봉1팀,5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞),2848
양천구,개화3팀,747. 목동3단지 상가,2851
강서구,개화1팀,5064. 양천향교역8번출구,2851
중랑구,중랑3팀,1401. 극동늘푸른아파트,2853
양천구,천왕1팀,4535. 목동12단지 아파트,2857
강동구,천호1팀,1013. 강동구청역 1번 출입구,2859
동대문구,훈련원3팀,609. 제기2교,2861
성동구,중랑2팀,3548.뚝섬역 6번출구,2866
강서구,개화2팀,5061. 우장산동 가곡어린이공원앞,2867
강서구,개화1팀,2722.마곡 문영비지웍스,2867
송파구,학여울2팀,1235. 잠실트리지움310동 옆,2867
노원구,도봉1팀,1668. 중계역 6번출구,2868
노원구,도봉1팀,4037. 물넘이교,2869
마포구,상암1팀,119. 서강나루 공원,2870
구로구,천왕1팀,1977. 천왕역 1번 출입구 앞,2871
구로구,천왕2팀,1912. 한신휴아파트 앞,2877
종로구,훈련원1팀,362. 청계8가 사거리,2882
송파구,천호2팀,4486. 홈플러스 잠실점,2884
송파구,천호2팀,1215. 올림픽공원역 1번출구 앞,2885
강동구,천호1팀,1047. 강동 한신휴플러스,2897
노원구,도봉1팀,1656. 중앙하이츠 아파트 입구,2899
송파구,천호2팀,4484. 잠실나루역4번출구뒤,2901
용산구,세종로3팀,860.LG한강 자이아파트 앞,2911
마포구,상암1팀,4220. 신촌 청년주택,2912
동대문구,훈련원4팀,642. 신답역 사거리,2916
노원구,도봉2팀,1616. 하계2동 공항버스정류장 옆,2921
송파구,학여울2팀,4897. 잠실주공5단지1,2922
양천구,영남1팀,4514. 목동성당 앞,2926
양천구,개화4팀,794.양천문화회관,2928
광진구,중랑1팀,543. 구의공원(테크노마트 앞),2939
용산구,세종로 4팀,818. 숙명여대 입구 교차로,2940
마포구,상암1팀,417. DMC역 2번출구 옆,2943
강서구,개화3팀,1140. 목동사거리 버스정류장,2945
강동구,천호1팀,3671. 둔촌동역교차로,2950
중구,훈련원1팀,474.동대문역사문화공원역 1번출구 뒤편,2951
강서구,개화2팀,"5074. 마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)",2954
강동구,천호1팀,3657. 서울천호동우체국,2958
영등포구,영남1팀,296.KT플라자 영등포점,2963
성북구,훈련원2팀,1380.월곡역 5번출구 앞,2970
강서구,개화1팀,3778. 김포공항입구 교차로,2970
구로구,천왕1팀,1988. 고척LIGA아파트 앞,2991
영등포구,영남3팀,215. 여의도고교 앞,2994
서초구,이수3팀,2265. 이수고가차도 남단,2997
강서구,개화1팀,1155. 기쁜우리복지관,3000
송파구,천호2팀,4859. 잠실나루 나들목,3002
송파구,천호2팀,2630.서울방이동 고분군,3003
강남구,학여울1팀,2306. 압구정역 2번 출구 옆,3004
마포구,상암1팀,3009.서교동사거리(신),3006
도봉구,도봉3팀,1720. 도봉구청 옆(중랑천변),3006
서초구,이수2팀,2222.사당역 12번출구 뒤,3009
종로구,훈련원1팀,363. 신설동역 11번출구 뒤,3011
광진구,중랑1팀,593.자양중앙나들목,3013
노원구,도봉1팀,1688. 마들역 7번출구,3019
노원구,도봉2팀,4007. 노원 을지대학교 병원,3021
마포구,상암1팀,148. 용강동 주민센터 앞,3023
종로구,훈련원1팀,3416.동묘앞역 6번출구,3024
영등포구,영남3팀,4568. 영등포로터리,3028
송파구,학여울2팀,1221. 삼전역 4번출구,3034
성동구,중랑2팀,3513. 상왕십리역 1번출구,3034
도봉구,도봉3팀,1742. 북한산 코오롱 하늘채,3035
노원구,도봉2팀,2912.대진고등학교,3040
동대문구,훈련원4팀,623. 서울시립대 정문 앞,3041
강서구,개화2팀,1192. 마곡수명산파크 209동 건너편,3048
강서구,개화3팀,1120. 대림경동아파트앞,3049
강동구,천호1팀,1077.강동역 1번출구 앞,3049
마포구,상암1팀,493.홍대입구역 6번출구,3050
노원구,도봉2팀,2910.도깨비시장,3051
강서구,개화1팀,2729.넥센 유니버시티 앞,3051
마포구,상암1팀,4213. 마포구중앙도서관 정문 앞,3052
송파구,천호2팀,1282. 송파소방서 맞은편(성내4교),3055
중랑구,중랑3팀,1448. 코스트코 상봉점,3056
성북구,훈련원2팀,1332. 석계역 5번출구 건너편,3056
서대문구,상암2팀,175. 홍연2교옆,3058
동대문구,훈련원3팀,4125. 회기역 2-①번출구,3061
성동구,중랑2팀,3552.서울숲 공영주차장앞,3062
광진구,중랑1팀,3517. 용마사거리,3062
성북구,훈련원2팀,1381.석계역 4번출구 뒤,3063
금천구,천왕3팀,3966. 독산역1번출구 옆,3064
강서구,개화3팀,1132. 등촌역 7번출구,3079
동대문구,훈련원4팀,4121. 서울문화재단 앞,3082
도봉구,도봉3팀,1741. 제일강산수산입구,3088
용산구,세종로3팀,841. 신용산역 1번 출구,3093
마포구,상암1팀,108. 서교동 사거리,3099
은평구,상암2팀,956. 응암시장교차로,3105
광진구,중랑1팀,590. 건국대학교 (입학정보관),3112
양천구,영남1팀,731. 서울시 도로환경관리센터,3116
동작구,영남2팀,2059. 보라매공원 정문,3117
영등포구,영남3팀,224. 롯데캐슬 앞,3120
성동구,중랑2팀,4353. 코오롱디지털타워 3차앞,3122
성북구,훈련원2팀,1354. 고려대학교 2번출구,3122
강서구,개화3팀,1119. 염창동 한마음아파트 앞,3125
송파구,학여울2팀,4453. 위례중앙푸르지오 201동 앞,3127
성북구,훈련원2팀,1351. 안암2교 옆,3130
구로구,천왕2팀,2801. 대륭포스트타워1차,3132
성동구,중랑2팀,3544.한양대역 3번 출구,3132
광진구,중랑1팀,3520. 광진경찰서,3150
강남구,이수1팀,2340. 삼호물산버스정류장(23370) 옆,3153
서초구,이수1팀,2255.시민의숲역 1번출구 옆,3155
강서구,개화1팀,1150. 송정역 1번출구,3156
노원구,도봉2팀,1655. 공릉1단지아파트,3157
강서구,개화2팀,1126. 우장산역 1번출구옆(우장산아이파크105동앞),3160
송파구,학여울2팀,2619. 석촌고분역 4번출구,3163
영등포구,영남1팀,4553. 당산삼성2차아파트,3163
중구,세종로1팀,4768. 서울도시건축전시관,3167
광진구,중랑1팀,539. 군자교교차로,3176
성동구,중랑2팀,525. 한양대병원사거리,3188
마포구,상암1팀,487.신석초교앞 교차로 교통섬,3188
강서구,개화1팀,1111. 마곡엠밸리6_7단지 마곡중학교,3194
송파구,천호2팀,4481. 올림픽공원 북2문 2,3197
광진구,중랑1팀,501. 광진구의회 앞,3206
송파구,천호2팀,2628.문정역 1번출구,3212
은평구,상암2팀,912. 응암오거리,3212
양천구,개화4팀,795.양천 해누리타운,3215
강동구,천호1팀,1048. 둔촌어린이공원,3217
강서구,개화2팀,1127. 화곡역 버스정류장,3225
양천구,영남1팀,771.목동아파트 703동 앞,3230
관악구,영남2팀,2140. 신림1교 교차로,3231
서초구,이수3팀,2220. 반포본동 주민센터 앞,3238
노원구,도봉1팀,1686. 상계주공10단지 종합상가 앞,3242
성동구,중랑2팀,560. 비전교회 앞,3246
송파구,학여울2팀,1220. 잠실근린공원,3264
강동구,천호1팀,3664. 맥도날드 서울둔촌DT점 앞,3265
양천구,개화3팀,4531. 목동아파트 613동 앞,3266
광진구,중랑1팀,3536. 중앙농협(자양동),3274
영등포구,영남3팀,248. 초원아파트 앞,3275
광진구,중랑1팀,542. 강변역 4번출구 뒤,3275
종로구,훈련원1팀,3421.혜화역 1번출구,3276
성동구,중랑2팀,514. 성수사거리 버스정류장 앞,3278
영등포구,영남3팀,4559. 신길역 2번출구,3280
은평구,상암3팀,905. 구파발역 2번출구,3287
영등포구,영남1팀,280. 양평동6차현대아파트 앞,3289
마포구,상암1팀,421. 마포구청 앞,3289
송파구,천호2팀,1278. 송파구청 교차로,3292
양천구,천왕1팀,788.양천구청역 2번출구 옆,3295
강동구,천호1팀,1023. 한국종합기술사옥 앞,3307
양천구,개화4팀,4515. 동문굿모닝탑,3307
성동구,중랑2팀,561. 서울숲역 2번출구 앞,3314
영등포구,영남1팀,232. 양평우림 이비즈센타 앞,3317
광진구,중랑1팀,3582.화양동 우체국,3326
강서구,개화1팀,1163. 방화동강서기동대앞,3327
서대문구,상암2팀,123. 문화촌 공원,3330
노원구,도봉1팀,1636. 상계주공2단지 버스정류장 옆,3330
중랑구,중랑3팀,1458. 상봉터미널2,3332
종로구,세종로1팀,305. 종로구청 옆,3341
강서구,개화1팀,3788. 정곡나들목,3355
강서구,개화1팀,2727.서울식물원 잔디마당 앞,3363
종로구,세종로1팀,303. 광화문역 1번출구 앞,3369
강서구,개화2팀,1131. 꿈돌이공원 앞,3372
마포구,상암1팀,409. 누리꿈스퀘어 옆,3379
마포구,상암1팀,130. 신촌역(2호선) 7번출구 앞,3379
광진구,중랑1팀,3579.광진 캠퍼스시티,3380
성북구,훈련원2팀,1337. 돈암성당 옆,3385
성북구,훈련원2팀,1363. 보문4교 인근,3388
영등포구,영남3팀,4592. 신길우성4차아파트,3397
서대문구,상암2팀,133. 해담는다리,3399
광진구,중랑1팀,576. 광나루역 3번 출구,3400
강서구,개화2팀,1199. 우장산역 3번출구,3416
광진구,중랑1팀,584. 광진광장 교통섬,3420
영등포구,영남3팀,205. 산업은행 앞,3435
마포구,상암1팀,183. 하늘채코오롱아파트 건너편,3435
동대문구,훈련원4팀,643. 동대문구민체육센터 (육교아래),3438
동대문구,훈련원3팀,613. 신설동역 10번출구 앞,3443
영등포구,영남1팀,287. 영등포전화국사거리 (서강어린이공원),3448
송파구,학여울2팀,1205. 종합운동장역 4번출구,3450
노원구,도봉2팀,1617. 하계동 중평어린이공원 앞,3455
강남구,학여울1팀,3627. 압구정나들목,3455
강서구,개화3팀,1135. 강서구의회,3468
금천구,천왕3팀,1827. 독산보도육교 앞 자전거 보관소,3469
동작구,영남2팀,2015. 신대방삼거리역 6번출구쪽,3470
강북구,도봉4팀,1512. 강북중학교 앞,3473
서대문구,상암2팀,194. 증산교 앞,3485
동대문구,훈련원3팀,612. 시립동부병원 앞 사거리,3488
강북구,도봉4팀,1531. 미아사거리 1번 출구,3489
성동구,중랑2팀,587. 유니베라 앞,3489
송파구,학여울2팀,2635.잠실새내역 1번출구,3492
동대문구,훈련원3팀,680.꿈마루어린이도서관 앞,3493
송파구,천호2팀,1203. 밀리아나2빌딩 앞,3495
송파구,학여울2팀,1243. 문정 법조단지7,3495
영등포구,영남3팀,222. 시범아파트버스정류장 옆,3496
중구,세종로 4팀,370. 시청역(2호선) 9번출구 뒤,3497
강서구,개화2팀,1129. 화곡역 1번 출구 앞,3502
광진구,중랑1팀,500. 어린이대공원역 3번출구 앞,3507
은평구,상암2팀,913. 이마트 버스정류장(서부경찰서 방면),3509
동작구,영남2팀,2080. 대방지하보도(대방동경남아너스빌아파트),3515
중랑구,중랑3팀,1438. 홈플러스 신내점 앞,3523
구로구,천왕2팀,1904. 도림천역 1번 출구 앞,3525
강서구,개화1팀,1162. 공항초등학교건너편,3530
성동구,중랑2팀,559. 왕십리역 4번 출구 건너편,3532
서대문구,상암2팀,176. 명지대학교 도서관,3536
송파구,천호2팀,4464. 올림픽공원 북2문,3538
영등포구,영남1팀,284. 센트럴 푸르지오 시티 앞,3559
송파구,천호2팀,1201. 가락시장역 3번 출구,3575
강남구,학여울1팀,2348. 포스코사거리(기업은행),3575
양천구,영남1팀,723. SBS방송국,3581
강서구,개화1팀,1151. 마곡역1번출구,3585
양천구,천왕1팀,729. 서부식자재마트 건너편,3587
성북구,훈련원2팀,1321. 국민은행 종암동지점 앞,3594
노원구,도봉1팀,1692. 온곡초교 교차로,3598
송파구,학여울2팀,4868. 석촌호수 서호 남단,3599
광진구,중랑1팀,3504. 원일교회,3610
영등포구,영남3팀,279. 영등포 푸르지오 아파트,3614
구로구,천왕2팀,1946. 구로역 광장,3630
종로구,훈련원1팀,3410.종로3가역 8번출구,3630
송파구,학여울2팀,2601. 석촌호수 아뜰리에,3641
강서구,개화2팀,1180. 마곡엠밸리 15단지(1502동) 건너편,3650
송파구,천호2팀,1262. 송파여성문화회관 앞,3651
송파구,학여울2팀,2615. 테라타워2,3654
양천구,영남1팀,4508. 유원목동아파트 103동 앞,3654
광진구,중랑1팀,3542. 래미안 구의파크 스위트,3655
양천구,개화4팀,779. 신정1동 주민센터 앞,3663
양천구,영남1팀,781.신정보도육교 아래,3667
영등포구,영남3팀,209. 유진투자증권빌딩 앞,3669
송파구,천호1팀,2611. 송파지역자활센터 뒤,3669
강서구,개화1팀,2730.마곡메가박스 앞,3675
서초구,이수3팀,2264. 이수역 1번출구,3678
중랑구,중랑3팀,1449. 상봉역 1번출구,3690
송파구,학여울2팀,1244. 문정 법조단지8,3690
송파구,천호2팀,1297. 석촌호수교차로(동호 팔각정 앞),3692
성동구,중랑2팀,512. 뚝섬역 1번 출구 옆,3694
강서구,개화1팀,3784. 벽산아파트,3699
도봉구,도봉3팀,4076. 진영상운 앞 중랑천 변,3699
강동구,천호1팀,1084. 윤선생빌딩(JYP사옥),3706
광진구,중랑1팀,3881. 신자초교입구 교차로,3711
강동구,천호1팀,1002. 해공공원(천호동),3720
마포구,상암1팀,497.합정동주민센터 앞,3723
성북구,훈련원2팀,1328. 월곡역 3번출구,3725
용산구,세종로3팀,837. 한남나들목 입구,3741
금천구,천왕3팀,1851. 가산디지털단지 7번출구,3748
강동구,천호1팀,3668. 성내삼성아파트,3749
영등포구,영남3팀,206. KBS 앞,3771
종로구,훈련원1팀,342. 대학로 마로니에공원,3774
영등포구,영남1팀,3202.당산롯데캐슬프레스티지,3776
서초구,이수3팀,2217.아크로리버뷰 부지 앞,3784
양천구,개화3팀,744. 신목동역 2번 출구,3785
영등포구,영남3팀,4564. 63스퀘어,3786
강북구,도봉4팀,1503. 이디야 커피 수유역점 앞,3788
양천구,영남1팀,780.신정교 하부,3791
강서구,개화1팀,2723.마곡 필네이처,3791
강서구,개화1팀,3772. 길성그랑프리텔아파트,3795
광진구,중랑1팀,540. 군자역 7번출구 베스트샵 앞,3811
영등포구,영남3팀,278. 쌍용플레티넘오피스텔,3821
영등포구,영남3팀,219. 롯데캐슬엠파이어 옆,3824
송파구,학여울2팀,2637. 아시아지하보도 14번 출구,3825
영등포구,영남1팀,236. 문래동자이아파트 앞,3831
용산구,세종로3팀,829. 베르가모앞,3841
노원구,도봉2팀,2921.중계역 2번출구,3847
동대문구,훈련원3팀,659. 제기역1번출구,3857
관악구,영남2팀,2176. 보라매공원 보도육교,3871
영등포구,영남1팀,275. 신동아아파트,3881
강동구,천호1팀,1010. 강동세무서,3887
양천구,개화3팀,755. 목동1단지아파트 상가 앞,3888
광진구,중랑1팀,588. 뚝섬 유원지역,3905
강서구,개화1팀,1103. 방화역 4번출구앞,3910
종로구,세종로1팀,302. 경복궁역 4번출구 뒤,3919
영등포구,영남1팀,268. 그랜드컨벤션센터 앞,3923
송파구,학여울2팀,2632.석촌고분역 2번 출구,3928
영등포구,영남3팀,217. NH농협은행 앞,3937
광진구,중랑1팀,548. 자양나들목,3940
강서구,개화3팀,3769. 증미역 2번출구,3945
영등포구,영남1팀,4574. 영등포시장역 포레나영등포,3953
동대문구,훈련원4팀,648. 장안동위더스빌옆,3960
서대문구,상암2팀,131. 증산2교,3970
강동구,천호1팀,1024. 강동구청 앞,3983
영등포구,영남3팀,213. KT앞,3984
동작구,영남2팀,2058. 동작경찰서,3984
구로구,천왕2팀,1986. 태평양물산빌딩,3984
영등포구,영남1팀,227. 양평2나들목 보행통로 입구,3989
양천구,영남1팀,791.현대하이페리온,3995
중랑구,중랑3팀,1447. 면목역 3번출구,4001
양천구,개화3팀,735. 영도초등학교,4004
송파구,천호2팀,4452. 삼성SDS,4005
강동구,천호1팀,1029. 성내어울터,4020
동대문구,훈련원3팀,614. 용두동 사거리,4022
송파구,학여울2팀,4483. 잠실나들목4,4024
송파구,학여울2팀,2606. 위례동주민센터 맞은편 근린공원,4025
강서구,개화1팀,1102. 방화사거리 마을버스 버스정류장,4032
마포구,상암1팀,154. 마포구청역,4036
강동구,천호1팀,3680. 강동역3번출구,4040
중랑구,중랑3팀,1452. 겸재교 진입부,4043
강동구,천호1팀,1011. LIGA 아파트 앞,4045
종로구,훈련원1팀,393. 동대문역 8번 출구,4046
구로구,천왕2팀,1996. 구일역 1번 출입구 앞,4048
광진구,중랑1팀,574. 아차산역4번출구,4048
영등포구,영남1팀,245. 삼성생명 당산사옥 앞,4057
도봉구,도봉3팀,4065. 창동역 1번출구 앞,4089
송파구,학여울2팀,1232. 잠실주공 521동 건너편,4092
마포구,상암1팀,498.연남동주민센터 앞,4096
노원구,도봉1팀,1662. 노원역7번출구,4107
영등포구,영남3팀,276. 영등포로터리2,4111
마포구,상암1팀,114. 홍대입구역 8번출구 앞,4124
영등포구,영남1팀,291. 문래동 하이테크 시티,4125
영등포구,영남1팀,243. 이앤씨드림타워 앞,4130
강동구,천호1팀,1078.둔촌사거리,4139
송파구,학여울2팀,2647.잠실 자전거 수리센터 앞,4143
구로구,천왕2팀,1914. 대림역4번출구,4146
마포구,상암1팀,415. DMC역 9번출구 앞,4154
영등포구,영남1팀,229. 양평1 보행육교 앞,4154
성동구,중랑2팀,568. 청계8가사거리 부근,4163
송파구,천호2팀,1248. 방이초등학교,4165
광진구,중랑1팀,551. 구의삼성쉐르빌 앞,4166
송파구,천호2팀,4864. 송파사거리,4170
강서구,개화1팀,1197. 엠펠리체 호텔 건너편,4170
양천구,개화4팀,4509. 서울영상고교 입구,4181
중랑구,중랑3팀,1414. 사가정역 2번출구,4195
양천구,개화4팀,704. 남부법원검찰청 교차로,4217
송파구,학여울2팀,2623.석촌동 주민센터,4220
은평구,상암2팀,914. 새절역 2번출구,4240
마포구,상암1팀,419. 홈플러스 앞,4245
마포구,상암1팀,184. 7번가피자 서교망원점,4247
성동구,중랑2팀,3514. 왕십리교회옆,4247
동대문구,훈련원4팀,4122. 청계9가교차로 앞,4279
노원구,도봉2팀,1663. 동해문화예술관앞,4296
